source_id,origin,category,source_org,source_type,authority_level,evidence_role,jurisdiction,primary_or_secondary,description,source_url,final_url,saved_path,file_size_bytes,sha256,content_type,status,verified_at_utc,notes
SRC-0084,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,鸡传染性贫血,https://www.merckvetmanual.com/poultry/chicken-anemia-virus-infection/chicken-anemia-virus-infection,https://www.merckvetmanual.com/poultry/chicken-anemia-virus-infection/chicken-anemia-virus-infection,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_chicken-anemia-virus-infection_chicken-anemia-virus-infection.html,334097,61bb20dc4dcfad8f9cd24b591832395348b96cc3835c52aed55cbacc52af6b68,text/html; charset=utf-8,downloaded,2026-04-28T08:59:53.515409+00:00,
SRC-0085,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,病毒性关节炎,https://www.merckvetmanual.com/poultry/viral-arthritis/viral-arthritis-in-poultry,https://www.merckvetmanual.com/poultry/viral-arthritis/viral-arthritis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-arthritis_viral-arthritis-in-poultry.html,340189,5e5069d5e03d71de04d1d82f20b2e500a067b638f6b294933b2e34ec933c9d49,text/html; charset=utf-8,downloaded,2026-04-28T08:59:58.385711+00:00,
SRC-0086,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,包涵体肝炎和肝炎心包积液综合征,https://www.merckvetmanual.com/poultry/inclusion-body-hepatitis-and-hydropericardium-syndrome/inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome-in-poultry,https://www.merckvetmanual.com/poultry/inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome/inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome-in-poultry?autoredirectid=28444,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_inclusion-body-hepatitis-and-hydropericardium-syndrome_inclusion-body-hepatitis-and-hepatitis-hydropericardium-syndrome-in-poultry.html,349819,7ecbf9b93fb71cddf351ded022da3499743576ca624c617d36cbba625091f1c8,text/html; charset=utf-8,downloaded,2026-04-28T09:00:05.880731+00:00,
SRC-0087,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,脐炎,https://www.merckvetmanual.com/poultry/omphalitis/omphalitis-in-poultry,https://www.merckvetmanual.com/poultry/omphalitis/omphalitis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_omphalitis_omphalitis-in-poultry.html,266156,8a3c86d11b1e2702f3c8d389567f20816c7164bd853919adeb75449b30edc685,text/html; charset=utf-8,downloaded,2026-04-28T09:00:10.805319+00:00,
SRC-0088,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,溃疡性肠炎,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,https://www.merckvetmanual.com/poultry/ulcerative-enteritis/ulcerative-enteritis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_ulcerative-enteritis_ulcerative-enteritis-in-poultry.html,290841,a88778d0792116261874462b8c6b80f3e1ff0041b89ec3a9ae8960281dbe1b64,text/html; charset=utf-8,downloaded,2026-04-28T09:00:15.578760+00:00,
SRC-0089,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,念珠菌病,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,https://www.merckvetmanual.com/poultry/candidiasis-in-poultry/candidiasis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_candidiasis-in-poultry_candidiasis-in-poultry.html,265748,097e6cffb9683dee2d9e89dee73776aa16ef59f7200b919246932a07621414f4,text/html; charset=utf-8,downloaded,2026-04-28T09:00:19.533230+00:00,
SRC-0090,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,肠球菌病,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,https://www.merckvetmanual.com/poultry/enterococcosis/enterococcosis-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_enterococcosis_enterococcosis-in-poultry.html,323084,c8fc2a6a06ad661f3e903e9cb0d1f186b0f1cb15673270b28dd1e6ffa635e809,text/html; charset=utf-8,downloaded,2026-04-28T09:00:23.034395+00:00,
SRC-0091,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,病毒性肠炎总论,https://www.merckvetmanual.com/poultry/viral-enteritis/viral-enteritis-in-poultry?media=print,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/overview-of-viral-enteritis-in-poultry?autoredirectid=25436&media=print,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis_viral-enteritis-in-poultry.html,181417,de9314b767c2425a11ac5684d6d7665ea7634e92755edd07667224acb1f02986,text/html; charset=utf-8,downloaded,2026-04-28T09:00:26.529614+00:00,
SRC-0092,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,轮状病毒感染,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/rotavirus-infections-of-poultry?autoredirectid=25426,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis-in-poultry_rotavirus-infections-of-poultry.html,246840,56f0b7b48a2b928262fa9c6d5751b4cdfda3ee985dc3ce8c98e055e67d9dd1f1,text/html; charset=utf-8,downloaded,2026-04-28T09:00:29.145928+00:00,
SRC-0093,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,小核糖核酸病毒感染,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/picornavirus-infections-in-poultry,https://www.merckvetmanual.com/poultry/viral-enteritis-in-poultry/picornavirus-infections-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_viral-enteritis-in-poultry_picornavirus-infections-in-poultry.html,235219,c902b0c1f42e5532518af5498e74ffe65d70633ac6bce98c5366eca423261d0c,text/html; charset=utf-8,downloaded,2026-04-28T09:00:31.957039+00:00,
SRC-0094,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 23197-2008 鸡传染性支气管炎诊断技术,https://std.cahec.cn/gb/details/167.html,https://std.cahec.cn/gb/details/167.html,authoritative/raw/standards/cahec_gbt_23197_2008_infectious_bronchitis.html,10612,c5c2ab33467de87aa0ee1f9aee1d69e1f3a043386597000cabf409534ceea4ec,text/html,downloaded,2026-04-28T11:34:11.277913+00:00,
SRC-0095,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,GB/T 23197-2008 鸡传染性支气管炎诊断技术 PDF,https://std.cahec.cn/std/File/20171111/26551510380267.pdf,https://std.cahec.cn/std/File/20171111/26551510380267.pdf,authoritative/raw/standards/cahec_gbt_23197_2008_infectious_bronchitis.pdf,1004326,6dc149975e3e57da4355e5c806b0c9b73c3223f02f67e29cc1fc77910159054a,application/pdf,downloaded,2026-04-28T11:34:13.303931+00:00,
SRC-0096,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 3791-2020 鸡心包积液综合征诊断技术,https://std.cahec.cn/qb/details/536.html,https://std.cahec.cn/qb/details/536.html,authoritative/raw/standards/cahec_nyt_3791_2020_hydropericardium_syndrome.html,10761,321857a30ccf890431497852fde7d51acc3781f13c37fbddde1df8b30ec0d115,text/html,downloaded,2026-04-28T11:34:14.510658+00:00,
SRC-0097,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,NY/T 3791-2020 鸡心包积液综合征诊断技术 PDF,https://std.cahec.cn/std/File/20210830/84731630308358.pdf,https://std.cahec.cn/std/File/20210830/84731630308358.pdf,authoritative/raw/standards/cahec_nyt_3791_2020_hydropericardium_syndrome.pdf,3028105,9f4821a5809cba1defbd9b7b663e95501b25d2379178486df48345558137b71c,application/pdf,downloaded,2026-04-28T11:34:18.696939+00:00,
SRC-0098,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,禽丹毒,https://www.merckvetmanual.com/poultry/erysipelas/erysipelas-in-poultry,https://www.merckvetmanual.com/poultry/erysipelas/erysipelas-in-poultry,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_erysipelas_erysipelas-in-poultry.html,357885,b8b7c3b12eb8f3d4ff132202474dd0725618a23b0aaec1c0dac552a4278a40c6,text/html; charset=utf-8,downloaded,2026-04-28T11:34:23.572028+00:00,
SRC-0099,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,弯曲杆菌感染,https://www.merckvetmanual.com/poultry/campylobacteriosis-in-birds/campylobacteriosis-in-birds,https://www.merckvetmanual.com/poultry/campylobacteriosis-in-birds/campylobacteriosis-in-birds,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_campylobacter-infections_campylobacter-infections-in-poultry.html,131454,203d00cb91a633d1feb7cdccad8851691d60fab5d741fe95eab5408f8632a01a,,downloaded,2026-04-28T11:34:31.332591+00:00,
SRC-0100,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,偏肺病毒感染,https://www.merckvetmanual.com/poultry/avian-metapneumovirus/avian-metapneumovirus,https://www.merckvetmanual.com/poultry/avian-metapneumovirus/avian-metapneumovirus,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_turkey-rhinotracheitis_avian-metapneumovirus-infection-in-poultry.html,131454,203d00cb91a633d1feb7cdccad8851691d60fab5d741fe95eab5408f8632a01a,,downloaded,2026-04-28T11:34:38.385247+00:00,
SRC-0101,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,隐孢子虫病,https://www.merckvetmanual.com/poultry/cryptosporidiosis/cryptosporidiosis-in-poultry,https://www.merckvetmanual.com/poultry/cryptosporidiosis-in-poultry/cryptosporidiosis-in-poultry?autoredirectid=21575,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_cryptosporidiosis_cryptosporidiosis-in-poultry.html,265205,356fad160de88076310ad27a16c31e2574f17ec376067c63b252b9f951180af4,text/html; charset=utf-8,downloaded,2026-04-28T11:34:47.367863+00:00,
SRC-0102,downloaded_from_web_access_refresh_round2,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 3072-2017 禽结核病诊断技术,https://std.cahec.cn/qb/details/364.html,https://std.cahec.cn/qb/details/364.html,authoritative/raw/standards/cahec_nyt_3072_2017_avian_tuberculosis.html,10721,44e2981960a970bb2f3904ca0db62e740575b820b94e013cb1e239431a40f5c5,text/html,downloaded,2026-04-28T12:32:03.180221+00:00,
SRC-0103,downloaded_from_web_access_refresh_round2,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 3072-2017 禽结核病诊断技术,https://std.cahec.cn/qb/details/364.html,https://std.cahec.cn/qb/details/364.html,authoritative/raw/standards/cahec_nyt_3072_2017_avian_tuberculosis.html,14094762,c9f0736c0b13b05998a83ffb58a8bbb3051293722a9f247f80bc350ad7d33e26,text/html,downloaded,2026-04-28T12:32:14.075409+00:00,
